,plant_id,EJ2 variant,EJ2,J2,PLT3,PLT7,Season,branches,influorescences,obs_mean,variance
0,1850.1,W,W,W,W,W,Summer 23,1,10,0.1,0.10000000000000002
1,1850.2,W,W,W,W,W,Summer 23,2,10,0.2,0.1777777777777778
2,1850.3,W,W,W,W,W,Summer 23,0,10,0.0,0.0
3,1850.4,W,W,W,W,W,Summer 23,0,10,0.0,0.0
4,1850.5,W,W,W,W,W,Summer 23,0,10,0.0,0.0
5,1850.6,W,W,W,W,W,Summer 23,3,10,0.3,0.8999999999999999
6,1850.7,W,W,W,W,W,Summer 23,0,10,0.0,0.0
7,1850.8,W,W,W,W,W,Summer 23,1,10,0.1,0.1
8,1851.1,W,W,M,W,W,Summer 23,3,10,0.3,0.23333333333333334
9,1851.2,W,W,M,W,W,Summer 23,5,10,0.5,0.2777777777777778
10,1851.3,W,W,M,W,W,Summer 23,3,10,0.3,0.4555555555555555
11,1851.4,W,W,M,W,W,Summer 23,3,10,0.3,0.4555555555555555
12,1851.5,W,W,M,W,W,Summer 23,4,10,0.4,0.48888888888888893
13,1851.6,W,W,M,W,W,Summer 23,6,10,0.6,0.7111111111111111
14,1851.7,W,W,M,W,W,Summer 23,0,10,0.0,0.0
15,1851.8,W,W,M,W,W,Summer 23,0,10,0.0,0.0
16,1855.1,W,W,W,H,M,Summer 23,10,10,1.0,1.1111111111111112
17,1855.2,W,W,W,H,M,Summer 23,22,10,2.2,1.511111111111111
18,1855.3,W,W,W,H,M,Summer 23,39,8,4.875,2.6964285714285716
19,1855.5,W,W,W,H,M,Summer 23,32,10,3.2,2.177777777777778
20,1855.6,W,W,W,H,M,Summer 23,13,6,2.1666666666666665,6.166666666666667
21,1855.7,W,W,W,H,M,Summer 23,13,9,1.4444444444444444,0.5277777777777778
22,1855.8,W,W,W,H,M,Summer 23,86,7,12.285714285714286,46.57142857142858
23,1857.1,W,W,W,M,W,Summer 23,4,6,0.6666666666666666,1.4666666666666666
24,1857.2,W,W,W,M,W,Summer 23,14,10,1.4,0.7111111111111111
25,1857.3,W,W,W,M,W,Summer 23,3,8,0.375,0.2678571428571429
26,1857.4,W,W,W,M,W,Summer 23,2,8,0.25,0.21428571428571427
27,1857.5,W,W,W,M,W,Summer 23,5,9,0.5555555555555556,0.5277777777777779
28,1857.6,W,W,W,M,W,Summer 23,4,7,0.5714285714285714,0.6190476190476192
29,1857.7,W,W,W,M,W,Summer 23,2,7,0.2857142857142857,0.23809523809523814
30,1857.8,W,W,W,M,W,Summer 23,1,5,0.2,0.2
31,1858.1,W,W,W,W,M,Summer 23,0,9,0.0,0.0
32,1858.2,W,W,W,W,M,Summer 23,1,7,0.14285714285714285,0.14285714285714288
33,1858.3,W,W,W,W,M,Summer 23,0,10,0.0,0.0
34,1858.4,W,W,W,W,M,Summer 23,0,9,0.0,0.0
35,1858.5,W,W,W,W,M,Summer 23,0,7,0.0,0.0
36,1858.6,W,W,W,W,M,Summer 23,0,10,0.0,0.0
37,1858.7,W,W,W,W,M,Summer 23,1,6,0.16666666666666666,0.16666666666666669
38,1858.8,W,W,W,W,M,Summer 23,5,10,0.5,0.9444444444444444
39,1965.1,1,W,H,H,W,Summer 23,3,10,0.3,0.4555555555555556
40,1965.10,1,M1,W,H,W,Summer 23,4,10,0.4,0.48888888888888904
41,1965.101,1,H1,H,H,W,Summer 23,1,10,0.1,0.1
42,1965.102,1,M1,W,H,W,Summer 23,8,10,0.8,0.6222222222222222
43,1965.103,1,M1,H,M,W,Summer 23,18,10,1.8,1.9555555555555557
44,1965.104,1,M1,H,H,W,Summer 23,7,10,0.7,0.23333333333333334
45,1965.105,1,W,H,W,W,Summer 23,1,10,0.1,0.09999999999999999
46,1965.106,1,M1,W,W,W,Summer 23,1,10,0.1,0.1
47,1965.107,1,H1,H,H,W,Summer 23,1,10,0.1,0.1
48,1965.108,1,H1,W,M,W,Summer 23,19,10,1.9,1.4333333333333333
49,1965.109,1,H1,H,H,W,Summer 23,1,10,0.1,0.1
50,1965.11,1,W,M,W,W,Summer 23,1,10,0.1,0.09999999999999999
51,1965.110,1,H1,M,M,W,Summer 23,45,10,4.5,1.6111111111111105
52,1965.111,1,W,M,H,W,Summer 23,6,10,0.6,0.48888888888888893
53,1965.112,1,H1,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
54,1965.113,1,H1,M,H,W,Summer 23,19,10,1.9,3.2111111111111104
55,1965.114,1,M1,H,H,W,Summer 23,8,10,0.8,1.0666666666666667
56,1965.115,1,H1,W,W,W,Summer 23,1,10,0.1,0.10000000000000002
57,1965.116,1,H1,H,W,W,Summer 23,1,10,0.1,0.09999999999999999
58,1965.117,1,H1,H,H,W,Summer 23,1,10,0.1,0.1
59,1965.118,1,H1,W,M,W,Summer 23,10,10,1.0,0.4444444444444444
60,1965.119,1,M1,M,H,W,Summer 23,147,10,14.7,45.56666666666667
61,1965.12,1,H1,M,M,W,Summer 23,45,10,4.5,3.1666666666666665
62,1965.120,1,W,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
63,1965.121,1,M1,W,M,W,Summer 23,17,10,1.7,1.1222222222222222
64,1965.122,1,M1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
65,1965.123,1,W,H,M,W,Summer 23,9,10,0.9,0.9888888888888889
66,1965.124,1,H1,M,W,W,Summer 23,17,10,1.7,2.011111111111111
67,1965.125,1,M1,W,H,W,Summer 23,0,10,0.0,0.0
68,1965.126,1,W,H,H,W,Summer 23,1,10,0.1,0.1
69,1965.127,1,H1,M,W,W,Summer 23,11,10,1.1,2.5444444444444443
70,1965.128,1,H1,W,H,W,Summer 23,2,10,0.2,0.17777777777777778
71,1965.129,1,M1,W,W,W,Summer 23,0,10,0.0,0.0
72,1965.13,1,H1,W,W,W,Summer 23,1,10,0.1,0.10000000000000002
73,1965.130,1,W,W,M,W,Summer 23,11,10,1.1,0.7666666666666667
74,1965.131,1,H1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
75,1965.132,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
76,1965.133,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
77,1965.134,1,M1,H,H,W,Summer 23,2,10,0.2,0.1777777777777778
78,1965.135,1,W,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
79,1965.136,1,H1,W,H,W,Summer 23,3,10,0.3,0.4555555555555555
80,1965.137,1,H1,W,H,W,Summer 23,0,10,0.0,0.0
81,1965.138,1,H1,M,W,W,Summer 23,13,10,1.3,2.011111111111111
82,1965.139,1,H1,H,W,W,Summer 23,3,10,0.3,0.23333333333333334
83,1965.14,1,W,H,M,W,Summer 23,11,10,1.1,0.5444444444444444
84,1965.140,1,H1,H,W,W,Summer 23,3,10,0.3,0.23333333333333334
85,1965.141,1,M1,H,H,W,Summer 23,6,10,0.6,0.7111111111111111
86,1965.142,1,H1,H,H,W,Summer 23,7,10,0.7,0.9000000000000001
87,1965.143,1,H1,M,H,W,Summer 23,18,10,1.8,1.0666666666666669
88,1965.144,1,H1,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
89,1965.145,1,M1,M,H,W,Summer 23,119,10,11.9,51.655555555555544
90,1965.146,1,H1,W,H,W,Summer 23,0,10,0.0,0.0
91,1965.148,1,M1,W,W,W,Summer 23,2,10,0.2,0.4000000000000001
92,1965.149,1,H1,H,W,W,Summer 23,0,10,0.0,0.0
93,1965.15,1,W,H,W,W,Summer 23,1,10,0.1,0.1
94,1965.150,1,H1,H,M,W,Summer 23,14,10,1.4,0.9333333333333331
95,1965.151,1,M1,M,M,W,Summer 23,49,9,5.444444444444445,4.027777777777778
96,1965.152,1,H1,M,H,W,Summer 23,17,10,1.7,1.1222222222222225
97,1965.153,1,H1,M,H,W,Summer 23,14,10,1.4,2.2666666666666666
98,1965.154,1,M1,H,H,W,Summer 23,6,10,0.6,0.7111111111111109
99,1965.155,1,H1,M,W,W,Summer 23,6,10,0.6,0.9333333333333333
100,1965.156,1,W,H,W,W,Summer 23,0,10,0.0,0.0
101,1965.157,1,H1,W,W,W,Summer 23,2,10,0.2,0.17777777777777778
102,1965.158,1,H1,H,M,W,Summer 23,15,10,1.5,1.1666666666666667
103,1965.159,1,H1,H,M,W,Summer 23,14,10,1.4,0.9333333333333331
104,1965.16,1,M1,M,H,W,Summer 23,101,10,10.1,12.100000000000001
105,1965.160,1,H1,H,M,W,Summer 23,19,10,1.9,1.4333333333333331
106,1965.161,1,W,M,W,W,Summer 23,3,10,0.3,0.23333333333333334
107,1965.162,1,M1,W,W,W,Summer 23,1,10,0.1,0.09999999999999999
108,1965.163,1,H1,H,W,W,Summer 23,1,10,0.1,0.09999999999999999
109,1965.164,1,M1,W,M,W,Summer 23,20,10,2.0,2.4444444444444446
110,1965.165,1,M1,W,H,W,Summer 23,1,10,0.1,0.10000000000000002
111,1965.166,1,H1,W,H,W,Summer 23,0,10,0.0,0.0
112,1965.167,1,M1,W,H,W,Summer 23,4,10,0.4,0.26666666666666666
113,1965.168,1,H1,M,W,W,Summer 23,10,10,1.0,0.8888888888888891
114,1965.169,1,W,M,M,W,Summer 23,18,10,1.8,1.9555555555555557
115,1965.17,1,W,W,W,W,Summer 23,0,10,0.0,0.0
116,1965.171,1,M1,M,W,W,Summer 23,44,10,4.4,1.8222222222222224
117,1965.172,1,M1,M,W,W,Summer 23,14,10,1.4,1.5999999999999999
118,1965.173,1,H1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
119,1965.174,1,W,M,M,W,Summer 23,42,10,4.2,4.177777777777779
120,1965.175,1,H1,M,W,W,Summer 23,10,10,1.0,0.8888888888888888
121,1965.176,1,M1,W,W,W,Summer 23,1,10,0.1,0.1
122,1965.177,1,H1,M,W,W,Summer 23,2,10,0.2,0.17777777777777778
123,1965.178,1,W,H,M,W,Summer 23,17,10,1.7,1.788888888888889
124,1965.179,1,M1,H,W,W,Summer 23,4,10,0.4,0.26666666666666666
125,1965.18,1,M1,M,W,W,Summer 23,80,10,8.0,30.444444444444443
126,1965.180,1,W,W,H,W,Summer 23,3,10,0.3,0.23333333333333334
127,1965.181,1,H1,W,H,W,Summer 23,2,10,0.2,0.17777777777777778
128,1965.182,1,M1,W,W,W,Summer 23,1,10,0.1,0.10000000000000002
129,1965.183,1,H1,W,H,W,Summer 23,2,10,0.2,0.1777777777777778
130,1965.184,1,M1,H,W,W,Summer 23,10,10,1.0,0.8888888888888888
131,1965.185,1,M1,H,H,W,Summer 23,6,10,0.6,1.1555555555555557
132,1965.187,1,M1,H,H,W,Summer 23,5,10,0.5,0.5
133,1965.188,1,H1,W,H,W,Summer 23,3,10,0.3,0.8999999999999999
134,1965.189,1,M1,H,M,W,Summer 23,31,10,3.1,3.8777777777777778
135,1965.19,1,M1,H,H,W,Summer 23,6,10,0.6,0.48888888888888893
136,1965.190,1,H1,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
137,1965.191,1,M1,H,W,W,Summer 23,4,10,0.4,0.26666666666666666
138,1965.192,1,H1,M,W,W,Summer 23,8,10,0.8,1.0666666666666669
139,1965.194,1,H1,H,W,W,Summer 23,1,10,0.1,0.1
140,1965.195,1,W,W,H,W,Summer 23,2,10,0.2,0.17777777777777778
141,1965.196,1,W,W,W,W,Summer 23,2,10,0.2,0.17777777777777778
142,1965.197,1,H1,W,W,W,Summer 23,1,10,0.1,0.1
143,1965.198,1,M1,M,H,W,Summer 23,3,10,0.3,0.23333333333333334
144,1965.199,1,M1,M,H,W,Summer 23,115,10,11.5,58.05555555555556
145,1965.2,1,W,H,H,W,Summer 23,3,10,0.3,0.4555555555555555
146,1965.20,1,H1,H,W,W,Summer 23,1,10,0.1,0.10000000000000002
147,1965.201,1,H1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
148,1965.202,1,H1,W,M,W,Summer 23,22,10,2.2,1.7333333333333334
149,1965.203,1,W,H,H,W,Summer 23,8,10,0.8,0.6222222222222222
150,1965.204,1,H1,H,W,W,Summer 23,2,10,0.2,0.39999999999999997
151,1965.205,1,H1,H,W,W,Summer 23,2,10,0.2,0.1777777777777778
152,1965.206,1,W,H,H,W,Summer 23,7,10,0.7,0.6777777777777777
153,1965.207,1,W,H,W,W,Summer 23,6,10,0.6,0.48888888888888893
154,1965.208,1,H1,H,H,W,Summer 23,4,10,0.4,0.26666666666666666
155,1965.209,1,W,M,H,W,Summer 23,8,10,0.8,0.8444444444444444
156,1965.21,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
157,1965.210,1,M1,M,W,W,Summer 23,0,10,0.0,0.0
158,1965.211,1,H1,W,W,W,Summer 23,0,10,0.0,0.0
159,1965.212,1,M1,H,M,W,Summer 23,19,10,1.9,2.1
160,1965.213,1,H1,M,H,W,Summer 23,18,10,1.8,1.0666666666666667
161,1965.214,1,M1,H,H,W,Summer 23,0,10,0.0,0.0
162,1965.215,1,W,W,H,W,Summer 23,0,10,0.0,0.0
163,1965.216,1,H1,M,W,W,Summer 23,14,10,1.4,1.5999999999999999
164,1965.217,1,H1,W,M,W,Summer 23,13,10,1.3,0.6777777777777778
165,1965.218,1,H1,W,H,W,Summer 23,3,10,0.3,0.23333333333333334
166,1965.219,1,H1,H,M,W,Summer 23,31,10,3.1,3.8777777777777778
167,1965.22,1,M1,H,M,W,Summer 23,23,10,2.3,3.1222222222222222
168,1965.220,1,H1,W,M,W,Summer 23,15,10,1.5,2.0555555555555554
169,1965.221,1,W,H,W,W,Summer 23,1,10,0.1,0.10000000000000002
170,1965.222,1,H1,H,M,W,Summer 23,9,10,0.9,1.4333333333333331
171,1965.223,1,H1,H,M,W,Summer 23,26,10,2.6,1.377777777777778
172,1965.224,1,H1,M,W,W,Summer 23,11,10,1.1,0.9888888888888889
173,1965.225,1,H1,H,W,W,Summer 23,3,10,0.3,0.4555555555555555
174,1965.226,1,H1,H,H,W,Summer 23,4,10,0.4,0.9333333333333331
175,1965.227,1,H1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
176,1965.228,1,H1,H,W,W,Summer 23,1,10,0.1,0.09999999999999999
177,1965.229,1,H1,H,H,W,Summer 23,4,10,0.4,0.48888888888888893
178,1965.23,1,H1,M,W,W,Summer 23,9,10,0.9,1.2111111111111112
179,1965.230,1,H1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
180,1965.231,1,H1,M,W,W,Summer 23,11,10,1.1,0.9888888888888889
181,1965.232,1,H1,W,H,W,Summer 23,1,10,0.1,0.09999999999999999
182,1965.233,1,H1,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
183,1965.234,1,H1,W,H,W,Summer 23,0,10,0.0,0.0
184,1965.235,1,W,H,H,W,Summer 23,4,10,0.4,0.26666666666666666
185,1965.236,1,H1,M,M,W,Summer 23,45,10,4.5,6.5
186,1965.237,1,M1,H,M,W,Summer 23,17,10,1.7,2.233333333333333
187,1965.238,1,H1,H,M,W,Summer 23,25,10,2.5,1.6111111111111112
188,1965.239,1,W,H,H,W,Summer 23,8,10,0.8,1.0666666666666667
189,1965.24,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
190,1965.240,1,M1,W,H,W,Summer 23,1,10,0.1,0.09999999999999999
191,1965.241,1,M1,M,M,W,Summer 23,201,10,20.1,87.21111111111111
192,1965.242,1,H1,W,M,W,Summer 23,20,10,2.0,1.5555555555555556
193,1965.243,1,W,H,H,W,Summer 23,5,10,0.5,0.7222222222222222
194,1965.244,1,W,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
195,1965.245,1,W,M,H,W,Summer 23,12,10,1.2,0.3999999999999999
196,1965.246,1,M1,H,W,W,Summer 23,0,10,0.0,0.0
197,1965.247,1,H1,W,H,W,Summer 23,1,10,0.1,0.10000000000000002
198,1965.248,1,H1,H,H,W,Summer 23,6,10,0.6,0.48888888888888893
199,1965.249,1,H1,W,W,W,Summer 23,2,10,0.2,0.1777777777777778
200,1965.25,1,H1,H,M,W,Summer 23,24,10,2.4,2.711111111111111
201,1965.250,1,H1,W,H,W,Summer 23,5,10,0.5,0.5
202,1965.251,1,M1,H,W,W,Summer 23,1,10,0.1,0.10000000000000002
203,1965.252,1,M1,M,H,W,Summer 23,206,10,20.6,228.04444444444445
204,1965.253,1,H1,M,M,W,Summer 23,30,10,3.0,3.5555555555555554
205,1965.254,1,M1,H,W,W,Summer 23,3,10,0.3,0.23333333333333334
206,1965.255,1,W,W,M,W,Summer 23,13,10,1.3,1.3444444444444446
207,1965.256,1,W,H,H,W,Summer 23,6,10,0.6,0.48888888888888893
208,1965.257,1,W,W,W,W,Summer 23,8,10,0.8,0.6222222222222222
209,1965.258,1,M1,H,H,W,Summer 23,2,10,0.2,0.1777777777777778
210,1965.259,1,H1,H,W,W,Summer 23,2,10,0.2,0.17777777777777778
211,1965.26,1,H1,H,W,W,Summer 23,1,10,0.1,0.10000000000000002
212,1965.260,1,H1,H,H,W,Summer 23,1,10,0.1,0.1
213,1965.261,1,H1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
214,1965.262,1,H1,M,M,W,Summer 23,44,10,4.4,3.599999999999999
215,1965.263,1,H1,H,H,W,Summer 23,6,10,0.6,0.7111111111111111
216,1965.264,1,H1,W,W,W,Summer 23,2,10,0.2,0.1777777777777778
217,1965.265,1,H1,M,W,W,Summer 23,7,10,0.7,0.4555555555555555
218,1965.266,1,M1,W,M,W,Summer 23,15,10,1.5,0.9444444444444444
219,1965.267,1,H1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
220,1965.268,1,H1,H,M,W,Summer 23,32,10,3.2,4.844444444444444
221,1965.269,1,H1,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
222,1965.27,1,H1,W,W,W,Summer 23,1,10,0.1,0.10000000000000002
223,1965.270,1,W,W,H,W,Summer 23,2,10,0.2,0.17777777777777778
224,1965.271,1,H1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
225,1965.272,1,H1,W,H,W,Summer 23,2,10,0.2,0.17777777777777778
226,1965.273,1,H1,H,H,W,Summer 23,1,10,0.1,0.1
227,1965.274,1,H1,H,W,W,Summer 23,2,10,0.2,0.17777777777777778
228,1965.275,1,H1,H,H,W,Summer 23,1,10,0.1,0.1
229,1965.276,1,W,H,H,W,Summer 23,1,10,0.1,0.09999999999999999
230,1965.277,1,H1,H,M,W,Summer 23,15,10,1.5,1.1666666666666667
231,1965.278,1,W,H,M,W,Summer 23,47,10,4.7,12.011111111111111
232,1965.279,1,H1,W,W,W,Summer 23,5,10,0.5,0.5
233,1965.28,1,H1,M,M,W,Summer 23,26,10,2.6,2.0444444444444443
234,1965.280,1,H1,H,M,W,Summer 23,18,10,1.8,2.844444444444445
235,1965.281,1,H1,H,H,W,Summer 23,4,10,0.4,0.9333333333333331
236,1965.282,1,M1,H,M,W,Summer 23,8,10,0.8,0.6222222222222222
237,1965.283,1,M1,H,H,W,Summer 23,3,10,0.3,0.4555555555555555
238,1965.284,1,H1,M,M,W,Summer 23,54,10,5.4,7.822222222222223
239,1965.285,1,W,H,H,W,Summer 23,8,10,0.8,1.0666666666666667
240,1965.286,1,W,H,M,W,Summer 23,23,10,2.3,5.788888888888888
241,1965.287,1,W,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
242,1965.288,1,M1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
243,1965.289,1,M1,M,H,W,Summer 23,16,10,1.6,0.7111111111111111
244,1965.29,1,M1,H,W,W,Summer 23,0,10,0.0,0.0
245,1965.290,1,W,H,M,W,Summer 23,18,10,1.8,1.7333333333333332
246,1965.291,1,H1,W,H,W,Summer 23,1,10,0.1,0.09999999999999999
247,1965.292,1,M1,H,M,W,Summer 23,47,10,4.7,6.9
248,1965.293,1,W,H,M,W,Summer 23,17,10,1.7,0.4555555555555555
249,1965.294,1,H1,W,H,W,Summer 23,5,10,0.5,0.5
250,1965.295,1,H1,H,M,W,Summer 23,21,10,2.1,1.211111111111111
251,1965.296,1,H1,W,M,W,Summer 23,19,10,1.9,2.5444444444444447
252,1965.297,1,W,W,W,W,Summer 23,0,10,0.0,0.0
253,1965.298,1,H1,H,W,W,Summer 23,0,10,0.0,0.0
254,1965.299,1,M1,M,M,W,Summer 23,86,10,8.6,10.266666666666667
255,1965.3,1,W,M,H,W,Summer 23,7,7,1.0,1.9999999999999998
256,1965.30,1,W,M,W,W,Summer 23,4,10,0.4,0.26666666666666666
257,1965.300,1,H1,M,H,W,Summer 23,11,10,1.1,1.2111111111111112
258,1965.301,1,H1,H,W,W,Summer 23,1,10,0.1,0.1
259,1965.302,1,H1,H,W,W,Summer 23,1,10,0.1,0.09999999999999999
260,1965.303,1,W,H,M,W,Summer 23,8,10,0.8,0.8444444444444446
261,1965.304,1,H1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
262,1965.305,1,W,H,M,W,Summer 23,9,10,0.9,0.9888888888888889
263,1965.306,1,M1,W,H,W,Summer 23,3,10,0.3,0.23333333333333334
264,1965.307,1,H1,H,W,W,Summer 23,0,10,0.0,0.0
265,1965.308,1,H1,W,W,W,Summer 23,1,10,0.1,0.09999999999999999
266,1965.309,1,H1,W,M,W,Summer 23,10,10,1.0,0.4444444444444444
267,1965.31,1,H1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
268,1965.310,1,W,M,H,W,Summer 23,5,10,0.5,0.7222222222222222
269,1965.311,1,H1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
270,1965.312,1,W,H,H,W,Summer 23,1,10,0.1,0.09999999999999999
271,1965.313,1,H1,H,M,W,Summer 23,1,10,0.1,0.1
272,1965.314,1,M1,H,H,W,Summer 23,20,10,2.0,2.0000000000000004
273,1965.315,1,W,H,W,W,Summer 23,3,10,0.3,0.23333333333333334
274,1965.316,1,H1,H,W,W,Summer 23,2,10,0.2,0.17777777777777778
275,1965.317,1,H1,H,H,W,Summer 23,2,10,0.2,0.17777777777777778
276,1965.318,1,H1,W,H,W,Summer 23,2,10,0.2,0.1777777777777778
277,1965.319,1,H1,W,W,W,Summer 23,0,10,0.0,0.0
278,1965.32,1,H1,H,W,W,Summer 23,0,10,0.0,0.0
279,1965.320,1,H1,M,H,W,Summer 23,15,10,1.5,1.166666666666667
280,1965.321,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
281,1965.322,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
282,1965.323,1,H1,M,M,W,Summer 23,59,10,5.9,14.100000000000001
283,1965.324,1,M1,M,W,W,Summer 23,97,10,9.7,12.677777777777777
284,1965.325,1,M1,H,W,W,Summer 23,2,10,0.2,0.17777777777777778
285,1965.326,1,H1,W,W,W,Summer 23,0,10,0.0,0.0
286,1965.327,1,H1,H,W,W,Summer 23,0,10,0.0,0.0
287,1965.328,1,M1,H,M,W,Summer 23,27,10,2.7,2.011111111111111
288,1965.329,1,M1,M,H,W,Summer 23,14,10,1.4,0.9333333333333333
289,1965.33,1,H1,H,M,W,Summer 23,16,10,1.6,2.488888888888889
290,1965.330,1,W,H,H,W,Summer 23,0,10,0.0,0.0
291,1965.331,1,M1,H,H,W,Summer 23,1,10,0.1,0.09999999999999999
292,1965.332,1,H1,H,M,W,Summer 23,26,10,2.6,0.9333333333333331
293,1965.333,1,M1,H,W,W,Summer 23,3,10,0.3,0.23333333333333334
294,1965.334,1,M1,M,H,W,Summer 23,129,10,12.9,28.988888888888894
295,1965.335,1,H1,H,H,W,Summer 23,6,10,0.6,1.1555555555555557
296,1965.336,1,H1,H,M,W,Summer 23,21,10,2.1,1.877777777777778
297,1965.337,1,H1,W,M,W,Summer 23,15,10,1.5,1.388888888888889
298,1965.338,1,M1,H,M,W,Summer 23,36,10,3.6,2.711111111111111
299,1965.339,1,W,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
300,1965.34,1,M1,W,W,W,Summer 23,0,10,0.0,0.0
301,1965.340,1,W,M,H,W,Summer 23,17,10,1.7,1.3444444444444443
302,1965.341,1,M1,H,W,W,Summer 23,3,10,0.3,0.23333333333333334
303,1965.342,1,M1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
304,1965.343,1,H1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
305,1965.344,1,W,W,M,W,Summer 23,12,10,1.2,0.8444444444444446
306,1965.345,1,H1,M,M,W,Summer 23,42,10,4.2,3.511111111111111
307,1965.346,1,W,W,M,W,Summer 23,13,10,1.3,3.788888888888889
308,1965.347,1,W,H,W,W,Summer 23,1,10,0.1,0.10000000000000002
309,1965.348,1,W,H,H,W,Summer 23,2,10,0.2,0.39999999999999997
310,1965.349,1,H1,H,H,W,Summer 23,3,10,0.3,0.23333333333333334
311,1965.35,1,H1,H,H,W,Summer 23,2,10,0.2,0.4
312,1965.350,1,H1,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
313,1965.351,1,W,H,H,W,Summer 23,3,10,0.3,0.4555555555555555
314,1965.352,1,W,H,H,W,Summer 23,1,10,0.1,0.09999999999999999
315,1965.353,1,H1,M,H,W,Summer 23,22,10,2.2,1.0666666666666669
316,1965.354,1,H1,M,W,W,Summer 23,24,10,2.4,3.1555555555555554
317,1965.355,1,M1,H,M,W,Summer 23,29,10,2.9,4.322222222222222
318,1965.356,1,W,M,H,W,Summer 23,4,10,0.4,0.48888888888888893
319,1965.357,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
320,1965.358,1,H1,H,H,W,Summer 23,1,10,0.1,0.09999999999999999
321,1965.359,1,M1,H,H,W,Summer 23,8,10,0.8,0.39999999999999997
322,1965.36,1,H1,W,H,W,Summer 23,2,10,0.2,0.17777777777777778
323,1965.360,1,H1,M,W,W,Summer 23,13,10,1.3,0.6777777777777777
324,1965.361,1,H1,M,H,W,Summer 23,18,10,1.8,1.9555555555555557
325,1965.362,1,H1,W,H,W,Summer 23,1,10,0.1,0.10000000000000002
326,1965.363,1,H1,H,H,W,Summer 23,0,10,0.0,0.0
327,1965.364,1,W,W,W,W,Summer 23,0,10,0.0,0.0
328,1965.365,1,M1,H,H,W,Summer 23,4,10,0.4,0.7111111111111111
329,1965.366,1,H1,H,M,W,Summer 23,17,10,1.7,1.1222222222222225
330,1965.367,1,M1,H,H,W,Summer 23,3,10,0.3,0.4555555555555555
331,1965.368,1,H1,H,H,W,Summer 23,5,10,0.5,0.7222222222222222
332,1965.369,1,H1,H,W,W,Summer 23,2,10,0.2,0.1777777777777778
333,1965.37,1,H1,M,H,W,Summer 23,21,10,2.1,1.6555555555555554
334,1965.370,1,W,H,H,W,Summer 23,5,10,0.5,0.5
335,1965.371,1,H1,H,M,W,Summer 23,23,10,2.3,1.788888888888889
336,1965.372,1,H1,H,W,W,Summer 23,2,10,0.2,0.17777777777777778
337,1965.373,1,W,H,M,W,Summer 23,15,10,1.5,1.1666666666666667
338,1965.374,1,W,M,W,W,Summer 23,0,10,0.0,0.0
339,1965.375,1,W,H,M,W,Summer 23,14,10,1.4,0.26666666666666666
340,1965.376,1,W,W,W,W,Summer 23,3,10,0.3,0.23333333333333334
341,1965.377,1,H1,H,H,W,Summer 23,3,10,0.3,0.8999999999999999
342,1965.378,1,W,H,M,W,Summer 23,15,10,1.5,2.2777777777777777
343,1965.379,1,H1,H,H,W,Summer 23,1,10,0.1,0.10000000000000002
344,1965.38,1,H1,H,H,W,Summer 23,3,10,0.3,0.4555555555555555
345,1965.381,1,H1,H,M,W,Summer 23,14,10,1.4,0.48888888888888893
346,1965.382,1,M1,M,M,W,Summer 23,346,10,34.6,247.60000000000002
347,1965.383,1,H1,M,H,W,Summer 23,1,10,0.1,0.10000000000000002
348,1965.384,1,H1,H,H,W,Summer 23,4,10,0.4,0.26666666666666666
349,1965.39,1,M1,H,W,W,Summer 23,2,10,0.2,0.17777777777777778
350,1965.4,1,W,W,M,W,Summer 23,13,10,1.3,0.6777777777777777
